ShowDate	Venue	City	State	Set1	Set2	Set3	Comment	LastUpdate	UpdateID
07/24/83	Nevada County Fairgrounds	Grass Valley	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Cats Under The Stars, I'll Take A Melody, Gomorrah-> Run For The Roses, Dear Prudence-> Deal, E: Midnight Moonlight			The Sierra Sun Festival. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	684
09/30/83	The Country Club	Reseda	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Love In The Afternoon, Mississippi Moon, Tangled Up In Blue	Mission In The Rain, Gomorrah, Run For The Roses, Russian Lullaby, Dear Prudence, Deal		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	685
10/01/83	Beverly Theater	Beverly Hills	CA	Cats Under The Stars, Catfish John, Valerie, That's What Love Will Make You Do, Simple Twist Of Fate, Run For The Roses	I'll Take A Melody, The Harder They Come, Gomorrah, The Night They Drove Old Dixie Down, Deal		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	686
10/03/83	Palamino Station	Riverside	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Valerie, Second That Emotion, Cats Under The Stars, Run For The Roses	The Harder They Come, Sugaree		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	687
10/04/83	Palamino Station	Riverside	CA				Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	688
11/12/83	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, Catfish John, Simple Twist Of Fate, Cats Under The Stars, Run For The Roses	Rhapsody In Red, Knockin' On Heaven's Door, Don't Let Go-> Deal		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	689
11/13/83	The Stone	San Francisco	CA	Sugaree, They Love Each Other, Second That Emotion, Valerie, Tangled Up In Blue	I'll Take A Melody, That's What Love Will Make You Do, Dear Prudence-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	690
11/14/83	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, Love In The Afternoon, Let It Rock, Mississippi Moon, Run For The Roses	Mission In The Rain, The Harder They Come, Russian Lullaby, Rhapsody In Red-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	691
11/15/83	Keystone	Berkeley	CA	Cats Under The Stars, Knockin' On Heaven's Door, Run For The Roses, Valerie-> Tangled Up In Blue	Rhapsody In Red, Tore Up Over You, Gomorrah-> Dear Prudence-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	692
11/23/83	Arle Crown Theater	Chicago	IL	How Sweet It Is To Be Loved By You, Catfish John, It's No Use, Run For The Roses, Simple Twist Of Fate, Second That Emotion, Deal, Tangled Up In Blue			Early show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	693
11/23/83	Arle Crown Theater	Chicago	IL	Cats Under The Stars, Mission In The Rain, Russian Lullaby, The Harder They Come, Gomorrah, Dear Prudence, Tangled Up In Blue, E: How Sweet It Is To Be Loved By You			Late show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	694
11/25/83	Cleveland Music Hall	Cleveland	OH	I'll Take A Melody, Cats Under The Stars, They Love Each Other, Knockin' On Heaven's Door, The Way You Do The Things You Do, Run For The Roses, Sugaree, Love In The Afternoon, Rhapsody In Red, The Night They Drove Old Dixie Down, Dear Prudence, Tangled Up In Blue			Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	695
11/26/83	Forum	Binghamton	NY	How Sweet It Is To Be Loved By You, They Love Each Other, That's What Love Will Make You Do, Valerie, Second That Emotion, Run For The Roses-> Deal			Early show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	696
11/26/83	Forum	Binghamton	NY	Cats Under The Stars, Mission In The Rain, Love In The Afternoon, Masterpiece, Mississippi Moon, Rhapsody In Red, How Sweet It Is To Be Loved By You-> Gomorrah-> Midnight Moonlight			Late show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	697
11/27/83	Constitution Hall	Washington	D.C.	I'll Take A Melody, Cats Under The Stars, Knockin' On Heaven's Door-> Run For The Roses, Deal	The Way You Do The Things You Do, They Love Each Other, The Night They Drove Old Dixie Down, Tangled Up In Blue, E: How Sweet It Is To Be Loved By You		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	698
11/29/83	Veteran's Memorial Auditorium	Providence	RI	Sugaree, Catfish John, Simple Twist Of Fate, Run For The Roses, Rhapsody In Red, Cats Under The Stars	Mission In The Rain, Love In The Afternoon, The Way You Do The Things You Do, E: Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	699
11/30/83	Hartford Agora	Hartford	CT	I'll Take A Melody, The Way You Do The Things You Do, Masterpiece, It's No Use, Run For The Roses	Cats Under The Stars, Rhapsody In Red, Dear Prudence, Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	700
12/02/83	Tower Theatre	Upper Darby	PA	How Sweet It Is To Be Loved By You, I'll Take A Melody, Someday Baby, Masterpiece, Mississippi Moon, Deal	The Harder They Come, Gomorrah, Cats Under The Stars, Run For The Roses, Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	701
12/03/83	Orpheum Theater	Boston	MA	Sugaree, Catfish John, It's No Use, Run For The Roses, Dear Prudence, Deal, E: How Sweet It Is To Be Loved By You			Early show. Rick Danko opened. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	702
12/03/83	Orpheum Theater	Boston	MA	Cats Under The Stars, They Love Each Other, Love In The Afternoon, Mission In The Rain, Rhapsody In Red	The Harder They Come, Russian Lullaby, Tangled Up In Blue, Midnight Moonlight		Late show. Rick Danko opened. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	703
12/04/83	Gym, S.U.N.Y.	Stony Brook	NY	I'll Take A Melody, The Way You Do The Things You Do, Knockin' On Heaven's Door, Run For The Roses, Cats Under The Stars	Mission In The Rain, Rhapsody In Red-> Don't Let Go-> Deal-> Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	704
12/06/83	Flynn Theater	Burlington	VT	How Sweet It Is To Be Loved By You, Catfish John, Someday Baby, Run For The Roses, Masterpiece, Mississippi Moon, Deal			Early show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	705
12/06/83	Flynn Theater	Burlington	VT	Sugaree, Cats Under The Stars, Mission In The Rain, The Harder They Come, Gomorrah, Dear Prudence, Tangled Up In Blue			Late show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	706
12/07/83	The Cage, Amherst College	Amherst	MA	How Sweet It Is To Be Loved By You, They Love Each Other, I'll Take A Melody, Run For The Roses, Mississippi Moon, Tangled Up In Blue	Rhapsody In Red, Simple Twist Of Fate, Love In The Afternoon, Cats Under The Stars, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	707
12/09/83	Beacon Theatre	NYC	NY	Sugaree, Catfish John, That's What Love Will Make You Do, Love In The Afternoon, Let It Rock, Someday Baby, Run For The Roses-> Deal			Early show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	708
12/09/83	Beacon Theatre	NYC	NY	Cats Under The Stars, Knockin' On Heaven's Door, The Way You Do The Things You Do, Mississippi Moon, Tangled Up In Blue	Rhapsody In Red, Gomorrah, Masterpiece, Midnight Moonlight		Late show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	709
12/10/83	Capitol Theater	Passaic	NJ	How Sweet It Is To Be Loved By You, They Love Each Other, Simple Twist Of Fate, Second That Emotion, It's No Use-> Run For The Roses-> Tangled Up In Blue			Early show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	710
12/10/83	Capitol Theater	Passaic	NJ	I'll Take A Melody, Valerie, Cats Under The Stars, Tore Up Over You, Rhapsody In Red	The Harder They Come, The Night They Drove Old Dixie Down, Dear Prudence-> Deal		Late show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	711
12/11/83	Lather Hall, S.U.N.Y.	Oswego	NY	How Sweet It Is To Be Loved By You, That's What Love Will Make You Do, Masterpiece-> Run For The Roses-> Deal	Cats Under The Stars, Knockin' On Heaven's Door, Rhapsody In Red		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	712
12/13/83	Keane College	Union	NJ	Mission In The Rain, They Love Each Other, Simple Twist Of Fate, Run For The Roses, Second That Emotion, Deal, E: How Sweet It Is To Be Loved By You			Early show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	713
12/13/83	Keane College	Union	NJ	Cats Under The Stars, Catfish John, Someday Baby, Love In The Afternoon, Tangled Up In Blue	Rhapsody In Red, Gomorrah, Don't Let Go-> Midnight Moonlight		Late show. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	714
01/08/84	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, I'll Take A Melody, Someday Baby, Love In The Afternoon, Tangled Up In Blue	Cats Under The Stars, Mission In The Rain, Gomorrah, Tore Up Over You, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	715
01/09/84	The Stone	San Francisco	CA	Sugaree, They Love Each Other, Knockin' On Heaven's Door-> Run For The Roses-> Deal	The Harder They Come, Masterpiece, The Night They Drove Old Dixie Down, Dear Prudence-> Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	716
01/13/84	Paramount Northwest Theater	Seattle	WA	How Sweet It Is To Be Loved By You, They Love Each Other, Second That Emotion, Simple Twist Of Fate, Run For The Roses	Cats Under The Stars, I'll Take A Melody, Mississippi Moon, Love In The Afternoon, Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	717
01/14/84	Civic Center	Portland	OR	I'll Take A Melody, The Way You Do The Things You Do, Masterpiece, Run For The Roses, Deal	The Harder They Come, Mission In The Rain, Cats Under The Stars, Knockin' On Heaven's Door, Rhapsody In Red, E: Rubin And Cherise		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	718
01/16/84	Silva Hall, Hult Center	Eugene	OR	Cats Under The Stars, Sugaree, Love In The Afternoon, Dear Prudence, Run For The Roses	Rhapsody In Red, Mission In The Rain, Gomorrah, Tore Up Over You, Tangled Up In Blue, E: Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	719
03/02/84	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Cats Under The Stars-> Dear Prudence-> Run For The Roses	Mission In The Rain, The Harder They Come, Gomorrah, Rubin And Cherise, Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	720
03/04/84	The Stone	San Francisco	CA	Rhapsody In Red, Sugaree, Simple Twist Of Fate-> Run For The Roses-> Deal	Cats Under The Stars, Knockin' On Heaven's Door, Rubin And Cherise, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	721
03/09/84	Keystone Palo Alto	Palo Alto	CA	Second That Emotion, Love In The Afternoon, Valerie, Run For The Roses-> Deal	Cats Under The Stars, They Love Each Other, Russian Lullaby, Tore Up Over You-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	722
03/10/84	Keystone	Berkeley	CA	Rhapsody In Red, Knockin' On Heaven's Door, Dear Prudence-> Tangled Up In Blue	Cats Under The Stars, Love In The Afternoon, Gomorrah, Rubin And Cherise, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	723
03/11/84	Keystone	Berkeley	CA	How Sweet It Is To Be Loved By You, Catfish John, Simple Twist Of Fate, Run For The Roses-> Deal	Mission In The Rain, The Harder They Come, The Night They Drove Old Dixie Down, Dear Prudence-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	724
03/21/84	Keystone	Berkeley	CA	Cats Under The Stars, Knockin' On Heaven's Door, That's What Love Will Make You Do, Gomorrah, Run For The Roses-> Tangled Up In Blue	The Harder They Come, Masterpiece, Dear Prudence, Rubin And Cherise, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	725
03/22/84	Keystone	Berkeley	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Rhapsody In Red, Deal	Second That Emotion, Someday Baby, Run For The Roses, The Night They Drove Old Dixie Down, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	726
05/11/84	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Run For The Roses, Masterpiece, Cats Under The Stars	Rhapsody In Red, Mission In The Rain, Love In The Afternoon-> Dear Prudence-> Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	727
05/12/84	The Stone	San Francisco	CA	Sugaree, Catfish John, Simple Twist Of Fate-> Run For The Roses-> Deal	Cats Under The Stars, Knockin' On Heaven's Door, Russian Lullaby-> Gomorrah, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	728
05/13/84	The Stone	San Francisco	CA	Second That Emotion, Love In The Afternoon, That's What Love Will Make You Do, Let It Rock, Tangled Up In Blue	The Harder They Come, Gomorrah, Run For The Roses, The Night They Drove Old Dixie Down, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	729
05/17/84	Beverly Theater	Beverly Hills	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Love In The Afternoon, Masterpiece, Run For The Roses-> Deal	Cats Under The Stars, Knockin' On Heaven's Door-> Dear Prudence-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	730
05/19/84	Arlington Theater	Santa Barbara	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Let It Rock-> Second That Emotion-> Tangled Up In Blue	Cats Under The Stars, Knockin' On Heaven's Door-> Dear Prudence-> Midnight Moonlight		Robert Hunter opened. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	731
05/18/84	Irvine Meadows Ampitheater	Irvine	CA	Cats Under The Stars, Catfish John, Simple Twist Of Fate, Run For The Roses, Rhapsody In Red	Mission In The Rain, The Harder They Come-> Tangled Up In Blue		Robert Hunter opened. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	732
05/20/84	The Country Club	Reseda	CA	Sugaree, Love In The Afternoon, Rhapsody In Red, Run For The Roses-> Deal	Mission In The Rain, The Harder They Come-> Gomorrah-> Midnight Moonlight		Robert Hunter opened. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	733
06/03/84	Kabuki Theater	San Francisco	CA	Deep Elem Blues, Friend Of The Devil, Dire Wolf, Oh Babe It Ain't No Lie, It Takes A Lot To Laugh It Takes A Train To Cry, Run For The Roses	Little Sadie, To Lay Me Down, Valerie, Bird Song, Goodnight Irene-> Ripple		Garcia & Kahn. Robert Hunter opened. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	734
07/28/84	Keystone Palo Alto	Palo Alto	CA	I'll Take A Melody, Get Out Of My Life, Run For The Roses-> Love In The Afternoon-> Deal	Cats Under The Stars, Like A Road, Tore Up Over You, Gomorrah-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	735
07/29/84	Keystone Palo Alto	Palo Alto	CA	Sugaree, They Love Each Other, Second That Emotion-> Tangled Up In Blue	The Harder They Come, Mississippi Moon-> Don't Let Go-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	736
07/31/84	The Stone	San Francisco	CA	I'll Take A Melody, Get Out Of My Life, Like A Road, Run For The Roses-> Deal	Rhapsody In Red, Russian Lullaby, Knockin' On Heaven's Door, Gomorrah-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	737
08/01/84	The Stone	San Francisco	CA	Cats Under The Stars, Mission In The Rain, Love In The Afternoon, Run For The Roses-> Tangled Up In Blue	How Sweet It Is To Be Loved By You, Masterpiece, Dear Prudence-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/2/96 0:00:00	738
08/07/84	Mann Music Center	Philadelphia	PA	I'll Take A Melody, Get Out Of My Life, Run For The Roses-> Tangled Up In Blue	Cats Under The Stars, Second That Emotion, Mississippi Moon, Dear Prudence, Gomorrah, Midnight Moonlight, E: How Sweet It Is To Be Loved By You		Robert Hunter opened. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/2/96 0:00:00	739
08/08/84	Constitution Hall	Washington	D.C.	Cats Under The Stars, Knockin' On Heaven's Door, Run For The Roses, Mission In The Rain, Rhapsody In Red	Sugaree, She Belongs To Me, Simple Twist Of Fate, The Harder They Come, Tangled Up In Blue, E: How Sweet It Is To Be Loved By You		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/2/96 0:00:00	740
08/10/84	Rocky Glen Amusement Park	Moosic	PA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Love In The Afternoon, Run For The Roses-> Deal	Cats Under The Stars, Get Out Of My Life, Gomorrah, Midnight Moonlight, E: Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/2/96 0:00:00	741
08/11/84	Caldwell College	Caldwell	NJ	Cats Under The Stars, They Love Each Other, Simple Twist Of Fate, Run For The Roses, Dear Prudence	Rhapsody In Red, Mission In The Rain, Get Out Of My Life, Like A Road, Midnight Moonlight		Robert Hunter opened. Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/2/96 0:00:00	742
